Crop Name,Nitrogen (N),Phosphorus (P),Potassium (K),Temperature (°C),Humidity (%),pH,Soil Type,Required Water (mm per acre)
Cotton,237,83,81,20.064014584766603,49.276843890299695,6.0,Clay,1175
Rice,222,31,79,22.292825345775736,95.16746450123867,8.9,Peaty,1166
Wheat,197,37,53,23.27774999311915,24.05259590763667,6.5,Sandy,725
Rice,97,47,107,36.78829514820701,42.37926903668276,7.1,Chalky,575
Cotton,279,59,64,30.56201183408752,37.72804999580756,4.9,Peaty,832
Millets,125,21,97,13.75351371927735,57.34757923720026,8.0,Loamy,1470
Millets,215,40,49,11.236843406828758,32.467486970475356,6.7,Sandy,819
Groundnut,292,54,81,27.43434446510693,83.1339693459949,7.9,Chalky,1262
Soybean,77,71,22,30.211308008312223,59.965699648541204,7.0,Chalky,1230
Sugarcane,218,52,136,29.26459461982696,23.47550426821786,7.3,Silty,598
Maize,149,45,126,34.206575846435,43.68514513957309,4.4,Clay,1064
Millets,165,47,32,17.487850246935913,43.81274156860236,8.7,Chalky,1123
Barley,57,92,134,38.91239185848947,79.06787339705366,5.5,Sandy,1419
Maize,291,61,127,22.773266793409938,73.3573133147979,5.9,Sandy,1439
Groundnut,172,46,125,19.17235478027869,34.77562939205292,5.1,Peaty,717
Groundnut,143,39,120,23.055825266701106,96.34604771442247,4.1,Loamy,652
Soybean,209,83,31,18.011675665541457,90.65856735227592,5.0,Clay,1062
Sugarcane,250,97,84,26.670932051769345,30.720031646687964,8.9,Chalky,584
Sugarcane,210,83,142,33.432644764807705,51.14008262642755,7.3,Loamy,756
Barley,50,44,113,39.234882304620555,36.62492644272405,7.4,Silty,1245
Rice,55,50,93,35.45721801766133,35.296614015205634,6.0,Sandy,398
Wheat,141,20,30,13.702752957312871,23.550707485382326,8.3,Chalky,695
Cotton,237,30,137,11.106585350084154,89.34659236109928,6.8,Loamy,1135
Groundnut,300,25,86,26.19075598093976,37.1907158289162,7.7,Clay,441
Barley,287,71,36,23.915539818379415,34.32137801967941,4.8,Peaty,1456
Millets,125,71,107,39.188625925573604,69.46283804741,6.4,Sandy,307
Soybean,249,47,55,12.944630221835471,32.04447346196667,5.2,Peaty,1255
Cotton,185,69,34,31.272632370058098,82.9602010400865,7.1,Chalky,984
Millets,53,56,56,26.35454732441643,43.44190736682791,8.8,Loamy,861
Maize,219,29,25,13.233975782480064,73.59867348200399,4.4,Peaty,1498
Groundnut,298,96,81,26.31653535025036,43.22781415851559,8.7,Clay,1014
Soybean,130,72,38,25.638443942330454,98.9059793588542,7.2,Silty,1422
Soybean,222,84,129,39.38395566156708,90.83300320192146,4.1,Silty,504
Wheat,112,84,89,14.140388002999952,92.77346242951458,7.4,Sandy,693
Sugarcane,230,62,127,36.5472212298366,33.509822545359526,5.7,Clay,510
Wheat,190,75,80,36.8819317062904,89.07250295693558,7.1,Chalky,590
Groundnut,143,76,102,36.79679354178498,22.26374463930582,6.5,Silty,1037
Pulses,184,26,29,32.05840992475656,21.945964625518883,9.0,Chalky,1417
Pulses,288,68,48,33.14677391230185,69.3029290537336,6.8,Chalky,1074
Sugarcane,271,60,135,14.256272820649892,30.644424593605617,4.8,Chalky,1117
Sugarcane,256,48,39,28.455156931120243,28.70662154003562,8.0,Chalky,794
Sugarcane,135,27,142,14.756683854042425,35.19698615467143,6.1,Peaty,1086
Maize,248,35,24,21.954286634470513,26.655228794941266,7.9,Silty,746
Barley,288,31,26,33.278429026364066,60.70603603986861,7.8,Chalky,1375
Soybean,184,56,146,27.705436532837812,95.56071046897719,6.5,Chalky,852
Pulses,275,23,59,38.18533789352757,66.37617058776777,6.3,Silty,1155
Maize,60,56,119,19.1050965731133,87.50994240408805,4.4,Silty,665
Wheat,55,72,85,29.313266132298065,43.13005983826508,8.7,Loamy,1350
Sugarcane,58,64,95,14.622110028441266,51.06983303705819,8.5,Loamy,1105
Rice,300,68,57,14.932488701228955,76.6134543871949,7.8,Clay,584
Cotton,74,48,99,38.12947623069546,32.9440927936768,4.3,Clay,742
Cotton,112,96,56,23.30625136512424,29.848846058089002,7.1,Silty,866
Soybean,176,79,95,36.09254177662865,55.9143891152539,7.7,Silty,1151
Cotton,184,78,142,29.21500045079897,34.95979965447363,4.2,Peaty,1049
Cotton,255,56,111,27.4323239714479,98.46205993738778,6.7,Silty,431
Cotton,98,90,126,17.738843004505206,80.07386537117513,4.8,Clay,483
Wheat,54,70,110,14.942623574310746,28.94195471061429,7.6,Peaty,836
Maize,183,80,128,38.30900516195157,51.119607092161274,8.7,Clay,857
Millets,238,37,84,23.19842183201647,65.45352540092225,7.8,Sandy,913
Barley,157,81,144,32.75635794077316,87.59740161400475,6.3,Clay,1393
Rice,280,65,100,37.02626605705551,72.95337864512413,4.4,Clay,553
Cotton,291,60,50,36.95412371729417,89.1466420085057,6.8,Loamy,1448
Cotton,79,67,140,25.241641672568008,63.85294582359922,7.8,Silty,577
Maize,66,51,39,26.18309627997953,23.592009034481862,7.8,Loamy,1170
Millets,157,37,134,10.251650977023711,56.01163090692949,7.5,Silty,1156
Cotton,154,22,141,11.012876564948392,72.15527686314485,5.2,Chalky,853
Cotton,281,63,34,20.85428091974784,99.62174063795119,5.8,Peaty,1153
Cotton,188,89,40,22.68670076557273,92.2224212101255,5.3,Chalky,1243
Cotton,117,83,150,34.09937511262784,32.11951098994636,7.3,Peaty,1381
Wheat,284,92,82,18.557444248739024,38.154330124535,8.1,Silty,729
Sugarcane,71,58,49,29.458176742425902,47.113714820029166,4.6,Silty,1233
Soybean,136,79,89,34.741964152783375,74.7684760938019,8.0,Silty,1417
Pulses,93,55,61,21.58773121945984,44.60267513297167,5.9,Clay,1383
Pulses,54,60,146,20.228646808692673,57.93623021178363,7.9,Peaty,1215
Rice,245,49,136,18.376170822445616,99.12976894336461,4.6,Silty,1342
Sugarcane,288,50,113,16.714271726486036,51.36439254617617,6.7,Clay,511
Wheat,163,88,141,36.55559429688857,69.36555467603392,7.3,Chalky,906
Cotton,115,80,25,17.0974232347395,58.21745094132086,6.8,Loamy,470
Cotton,214,32,107,27.10307847056446,63.90799148748229,4.8,Chalky,434
Rice,58,34,97,39.454926169759446,34.63671059970679,4.4,Peaty,465
Maize,208,99,138,32.228888786850575,61.56865606431601,7.5,Sandy,906
Soybean,228,57,80,37.20454668914514,82.74128032945333,6.1,Peaty,677
Pulses,138,96,55,34.36169654938051,71.64358160598961,8.4,Silty,1044
Pulses,88,63,81,22.060934930752524,44.643311378568484,4.4,Sandy,1284
Soybean,215,56,101,10.21025165339106,25.986304732503527,8.7,Loamy,430
Cotton,176,21,109,23.9613798264953,46.54114605080782,6.2,Clay,479
Maize,71,34,109,18.812825814988585,47.70852962245055,5.2,Chalky,543
Cotton,140,63,134,14.628154723134834,91.0571989137754,8.2,Silty,1348
Wheat,129,62,130,17.91844568079464,94.92728128590839,7.2,Chalky,1282
Sugarcane,94,94,98,14.323798026869387,99.13980633437117,4.1,Loamy,407
Wheat,116,81,140,28.485700093508328,58.042168715179265,4.7,Silty,1183
Maize,76,31,67,35.43854583026078,47.247355728003335,8.6,Silty,484
Rice,221,35,57,31.75659034137236,94.63482710935327,8.1,Silty,614
Sugarcane,58,99,146,22.84668000963577,20.76075482242752,7.1,Loamy,474
Millets,57,62,143,38.8963586512942,74.27214215295467,7.8,Sandy,1178
Maize,119,66,105,29.096904894644965,31.410652193048705,7.5,Peaty,1257
Pulses,154,80,54,30.456871567803628,80.34355494009654,7.2,Chalky,383
Cotton,95,53,122,17.670291402416332,72.26001319304817,5.4,Chalky,669
Barley,106,31,78,26.812797887660704,21.673838021325757,5.4,Sandy,893
Barley,136,76,62,13.517121887329955,46.85639664142293,8.3,Chalky,330
Wheat,196,76,49,22.23097279715993,69.69103396883511,6.5,Chalky,1310
Millets,263,58,140,19.984962223315236,23.609453783722678,7.2,Sandy,854
Wheat,160,67,64,10.634586728075881,81.1974665807116,6.2,Chalky,903
Soybean,216,31,140,26.020012270223233,23.506992921019084,6.3,Peaty,473
Rice,201,97,117,16.096025130896034,20.985308720861767,8.2,Sandy,393
Wheat,284,36,60,17.54387296064531,81.16291297222509,7.0,Clay,1200
Wheat,58,51,51,19.910649859667572,46.624096768980635,4.6,Silty,1289
Groundnut,127,23,116,15.287462022564174,59.38147926048238,6.5,Sandy,1205
Rice,266,65,72,37.89095886279599,59.328310326773305,5.8,Clay,591
Millets,50,51,98,34.09591842685718,84.882709962587,5.7,Loamy,751
Groundnut,246,70,129,29.237453406844885,92.63570530090625,5.0,Loamy,1453
Soybean,230,97,40,23.34477426222997,49.988051780132814,8.2,Peaty,684
Wheat,199,61,83,22.19739918143688,77.28768819194713,7.7,Peaty,1364
Rice,212,99,133,30.333024001651115,97.47918806043283,8.3,Sandy,1032
Sugarcane,212,42,53,28.936687557886497,50.129346790023305,4.3,Peaty,889
Rice,116,59,122,14.542805455548233,45.92793197137613,4.7,Chalky,1221
Wheat,242,24,54,14.265092382823553,49.32139359136822,6.0,Clay,1289
Maize,275,96,93,16.98495917847892,99.94272533095665,4.1,Chalky,360
Wheat,199,51,65,28.831356206461454,83.74198866017534,4.1,Clay,1233
Maize,184,57,141,14.830666510761526,21.608095668494578,8.0,Chalky,1214
Maize,144,28,45,27.672405227047882,82.0181885544418,6.4,Silty,1179
Cotton,195,68,138,38.6432363294137,82.12646633346826,7.9,Peaty,637
Wheat,118,46,149,31.30810808059212,37.43113435678876,5.4,Chalky,832
Sugarcane,251,54,39,32.560133253249035,97.87506235001084,8.9,Peaty,821
Groundnut,232,87,47,39.43310709175047,45.37864322522648,4.9,Chalky,1325
Maize,148,76,103,31.992601996248535,69.14790792843345,5.9,Peaty,600
Millets,80,22,67,24.11094578269017,34.14744905249408,7.2,Loamy,1117
Sugarcane,113,95,74,18.11044645975393,29.576112734411115,5.1,Clay,1456
Barley,57,59,57,38.451983585480576,26.006542864737376,4.3,Loamy,1342
Maize,58,26,133,12.275293502363649,91.71164498965746,4.9,Chalky,619
Wheat,138,91,138,23.018566859233594,29.627371231293598,7.8,Chalky,450
Barley,214,99,93,29.909067389440057,84.59779800803274,8.4,Loamy,469
Wheat,123,24,137,16.56240051263672,86.70300326303197,8.8,Silty,790
Pulses,249,68,23,23.05466436345067,66.78006669019396,5.6,Sandy,715
Rice,93,59,131,28.566107073117372,94.5506990111164,6.0,Chalky,1068
Cotton,188,87,139,19.162724047863907,81.31408858954845,7.8,Sandy,1425
Wheat,191,44,30,35.509996916831945,45.05499505166651,8.8,Peaty,381
Pulses,122,31,32,37.82395704300838,91.10248818151837,8.0,Clay,415
Cotton,92,95,97,18.012158152974955,37.75572543839687,7.5,Clay,639
Wheat,259,68,44,39.56905905987912,79.3218735109777,7.6,Sandy,1422
Sugarcane,90,69,72,39.47096210284266,84.54512190364223,4.7,Clay,942
Wheat,252,84,107,10.997280627823836,33.50700410208474,4.4,Chalky,1194
Barley,134,79,138,20.499170614589907,98.94028380763727,5.8,Chalky,1321
Maize,61,47,30,26.493457218358756,40.512913925071516,7.7,Sandy,1160
Barley,193,46,53,33.45057065302981,46.00985348182343,6.7,Peaty,491
Maize,252,61,30,25.69530031081785,77.21350883509123,7.0,Clay,894
Maize,291,79,23,28.608481573918738,21.876328632634518,8.0,Silty,1189
Wheat,295,53,120,10.150388804839361,89.5185874264545,5.0,Loamy,991
Barley,64,20,87,21.153029581123292,77.59456873146084,8.6,Clay,434
Groundnut,221,39,68,13.015842627246371,31.188528683781822,4.5,Chalky,810
Cotton,139,39,63,38.157494947497526,67.86196462970867,6.2,Peaty,1446
Groundnut,90,67,77,20.782179666708075,41.2256784143369,4.6,Silty,1355
Groundnut,168,87,27,19.50418587160476,97.92094458491607,7.7,Sandy,989
Pulses,59,83,64,10.824380737313469,94.8449833826594,8.5,Chalky,522
Millets,53,30,45,15.489408662033474,34.80750769367606,8.1,Peaty,837
Sugarcane,105,47,81,11.57938997028957,74.05297777682122,8.6,Silty,479
Barley,131,34,93,22.72952469808166,41.414883004074866,4.2,Peaty,1028
Millets,118,82,38,18.1905764202993,27.95556617169354,7.8,Chalky,580
Soybean,265,59,98,26.807325678624824,50.86371819823135,7.2,Clay,1000
Sugarcane,105,81,55,31.037985458711248,51.69484497872592,4.7,Peaty,974
Sugarcane,154,37,144,18.14530734258737,32.98461460196721,6.5,Peaty,1460
Wheat,85,71,20,35.78513002561779,71.92784828479121,5.8,Peaty,1143
Sugarcane,123,80,50,16.48378443433526,77.93135777160965,4.8,Chalky,1434
Barley,294,43,59,23.609879714492806,21.960938363151588,4.2,Peaty,957
Wheat,299,52,53,20.318045293513194,68.1057377664139,6.3,Sandy,536
Cotton,220,52,95,24.086960771312555,58.52797041133569,6.5,Peaty,630
Millets,54,59,65,30.602428809268687,67.90637052168597,8.8,Peaty,516
Groundnut,135,74,109,17.344870383461707,23.38875638509114,4.3,Silty,1299
Barley,150,44,111,23.8216541357212,38.81098043470186,4.2,Peaty,1093
Cotton,221,27,99,11.658448962853372,79.33508427250649,7.7,Sandy,1350
Cotton,167,75,72,36.06082447363987,78.94926185045861,4.4,Clay,878
Millets,93,90,20,26.920041431477067,90.19100816291248,8.2,Peaty,1415
Millets,213,81,108,35.745194011444035,39.60478352164118,4.2,Sandy,1005
Maize,155,99,127,15.17342610535735,40.671391997783516,8.7,Silty,769
Maize,53,55,132,12.852737806458048,78.58936353487158,8.7,Loamy,685
Wheat,299,99,57,17.307405383024676,62.543658948114576,5.2,Peaty,1156
Maize,279,98,53,26.94428397045203,55.1163531268946,5.3,Silty,1399
Soybean,53,37,43,31.03474521910884,90.44275991308257,7.5,Clay,1374
Cotton,153,85,78,33.751734064337064,51.853904718123786,4.4,Sandy,574
Maize,207,46,88,39.042854865227554,70.75005442036178,5.0,Clay,1072
Cotton,97,54,61,19.189556869662063,47.284082375383456,5.9,Silty,403
Barley,282,46,105,26.38438126897726,63.682380757971245,4.3,Silty,996
Cotton,134,40,96,34.3382058836402,24.215167836310904,5.0,Silty,1168
Maize,198,36,50,30.61975751032663,72.02684175414463,6.1,Clay,1461
Sugarcane,127,68,64,19.32324674919836,30.935167737162274,5.3,Chalky,405
Millets,93,58,103,19.48756204916691,29.515706650911653,8.3,Peaty,1374
Rice,235,91,110,16.907865631411568,28.99304137930306,8.6,Clay,834
Rice,277,44,34,22.79646216712058,51.80133798760114,4.3,Sandy,791
Cotton,203,88,95,38.954239373642636,48.20695431250471,7.0,Sandy,1389
Maize,144,40,69,22.215526778254794,35.07453953396482,8.3,Chalky,601
Maize,221,32,134,33.26897458542655,27.266411353246163,6.9,Clay,1097
Soybean,247,74,52,38.22642701207744,67.69705252885224,6.1,Peaty,574
Pulses,277,99,62,37.77257976297541,39.49913929194264,6.8,Sandy,417
Groundnut,115,37,23,19.68891789131932,90.58632476933552,8.8,Loamy,800
Cotton,200,79,132,23.966968032183892,23.86655217788921,6.0,Silty,752
Rice,221,98,87,37.592673935602754,35.04143200284518,6.5,Clay,839
Barley,277,41,68,22.604800891422066,96.1197862265722,6.1,Loamy,743
Cotton,108,33,110,33.59898363443382,30.21512795186129,4.3,Sandy,877
Sugarcane,106,41,115,32.55422707855912,73.30601369920961,8.3,Silty,836
Maize,254,21,79,25.607691394022158,32.84547996808036,4.9,Chalky,897
Cotton,53,96,123,14.872353504527547,89.10882627494304,5.2,Loamy,905
Cotton,237,31,22,25.80949826414409,67.39998783816048,6.0,Sandy,463
Pulses,217,22,92,19.060257778707616,30.42538018750924,8.9,Clay,1025
Barley,162,66,80,16.743823699433413,54.131015712349765,8.8,Peaty,810
Maize,214,37,105,26.04098862889468,51.70855854477996,5.5,Loamy,1366
Soybean,282,54,39,18.892502164337195,76.10951756039049,6.7,Silty,1209
Soybean,107,92,28,11.28624654665655,93.41487602240855,6.8,Silty,601
Groundnut,120,24,69,21.363370199794627,91.4844262720627,6.9,Sandy,1031
Maize,72,69,89,31.208532537881155,55.78635564712289,6.2,Clay,455
Rice,110,63,53,30.577432739371847,81.35849537003268,4.3,Silty,1054
Maize,286,38,23,21.970104261370565,23.60507055113021,6.5,Peaty,523
Millets,297,56,98,28.94782375809472,83.1401551576568,8.2,Loamy,890
Rice,211,26,86,32.45656287001254,34.35384468504908,5.2,Peaty,915
Millets,69,49,60,14.318161257862704,90.3377117616729,7.1,Chalky,593
Wheat,129,66,88,31.56463899332062,85.1805495850316,5.5,Chalky,1434
Barley,105,42,40,14.894693669100821,69.22918308914433,8.8,Peaty,1449
Rice,254,53,54,35.433071057053326,41.73268508215949,7.9,Silty,989
Barley,134,82,137,18.435714999964027,25.025029877683433,8.6,Peaty,886
Rice,186,83,90,33.995939807763136,93.60349297396586,5.5,Peaty,890
Maize,66,66,92,23.500692660650117,38.77647045687063,6.8,Clay,455
Cotton,192,35,82,11.273837232998519,34.02070592567057,8.2,Chalky,413
Cotton,88,84,116,34.754636045673635,80.08581290285665,6.3,Sandy,401
Pulses,241,38,78,13.554302203623791,49.21451392072787,7.3,Silty,1225
Groundnut,181,41,23,31.367406815760017,78.54140965392345,7.1,Chalky,420
Soybean,109,58,122,12.282688581850667,62.85742830441179,8.9,Loamy,725
Barley,77,71,53,15.692418698152416,22.274426121196605,6.8,Silty,1405
Wheat,192,68,101,37.74376559572771,72.44203578674734,7.9,Loamy,1228
Soybean,129,84,85,33.31943820111982,25.419714824439758,7.3,Clay,807
Pulses,249,44,41,38.27379364431555,46.460758574328096,6.1,Peaty,1374
Sugarcane,242,49,65,13.875988407063318,36.8194986032886,5.7,Silty,903
Cotton,294,100,95,15.556852791108394,43.26554327272831,5.5,Loamy,759
Millets,295,62,45,17.913379948042895,48.15799400849012,8.2,Loamy,417
Barley,89,34,64,13.801223829079559,69.8333311117562,8.0,Sandy,1496
Groundnut,105,45,129,12.177173496533817,85.7965876959003,6.5,Loamy,1494
Maize,281,69,107,30.875720607105183,37.41037391147114,7.8,Silty,476
Wheat,168,37,60,39.244742872608,32.21132052601788,7.9,Loamy,412
Pulses,60,61,92,10.042405202397118,92.48641067069829,8.7,Silty,1115
Sugarcane,299,65,33,38.72047766518613,35.32751393665423,6.8,Silty,1103
Soybean,259,54,35,11.553724196323266,78.7014728776676,4.1,Peaty,727
Groundnut,105,29,134,27.71737939386904,66.1082588662137,7.9,Peaty,553
Groundnut,50,59,149,32.5507549503411,64.49205381254438,4.5,Sandy,1165
Millets,278,77,47,23.072918022288263,77.83291651290642,7.6,Chalky,421
Millets,177,62,143,12.830386897222482,30.40457066293606,8.4,Peaty,694
Millets,110,49,66,25.45358570957503,53.54001640960978,7.2,Loamy,300
Cotton,233,36,60,22.770698636268033,44.836186930893255,4.5,Chalky,802
Pulses,251,65,59,21.824540728254057,53.16948925772021,5.8,Chalky,792
Soybean,62,80,33,22.415431841847965,25.095082450128867,7.4,Sandy,1260
Cotton,259,77,27,38.68139222836015,32.82415981755899,5.7,Loamy,671
Sugarcane,244,68,129,38.18228297454655,88.7635472186961,5.2,Peaty,789
Barley,248,38,47,29.386612019882993,45.173359668885375,7.4,Chalky,1365
Pulses,276,95,32,12.916009971675301,74.67426224270153,6.7,Sandy,1369
Groundnut,106,67,21,28.60938434108767,53.983346692527036,4.2,Silty,1026
Millets,269,38,132,14.562554945594002,55.89518031480348,4.2,Sandy,1368
Millets,178,39,138,20.456535026030178,63.3168251017867,8.6,Peaty,1316
Rice,211,45,62,32.9934121215683,61.01484722964255,6.2,Sandy,1124
Groundnut,176,27,121,23.620617970553283,29.52147761182364,7.8,Silty,1428
Cotton,272,94,63,20.494393716985694,87.25808817534164,6.3,Chalky,1486
Groundnut,114,60,77,20.50637141972814,70.4622365950864,5.1,Silty,1016
Maize,117,96,20,19.49222898675881,49.04549123564482,8.7,Sandy,1256
Millets,161,44,82,12.723907129027777,88.56295898434209,6.3,Clay,653
Millets,188,55,150,22.76156346446708,77.33362482357626,5.8,Peaty,604
Wheat,239,42,77,15.134016995489734,37.78844514688416,7.0,Peaty,779
Maize,157,60,27,16.711462450937127,31.756517866045407,7.9,Clay,1258
Pulses,165,44,111,34.4468489263308,93.52476895093037,7.7,Chalky,468
Soybean,229,57,135,14.705164483363045,97.38511459708043,4.6,Silty,844
Pulses,115,22,94,39.05244615480623,22.089475628108175,8.1,Sandy,1092
Pulses,107,98,74,25.538404614224653,58.92692395002835,7.9,Silty,419
Cotton,285,45,50,25.702838598084814,25.59259853234577,6.6,Clay,549
Rice,269,51,70,28.39660109365791,63.753808019322506,7.8,Sandy,1272
Wheat,234,38,21,27.139700423664564,59.783915875515,6.4,Chalky,706
Maize,172,86,140,33.21861995629778,29.363428305211634,4.6,Peaty,1403
Rice,73,34,74,23.855982347745414,62.11274771643369,5.9,Sandy,576
Maize,286,76,75,21.81144058076928,81.06634007465914,7.8,Peaty,1365
Soybean,219,69,33,15.405551521949988,51.25808728647158,4.9,Clay,900
Cotton,116,76,102,30.357847962378692,69.88671336973462,5.9,Loamy,1252
Rice,140,45,41,15.7715629783836,63.80414294781736,8.0,Chalky,564
Wheat,80,95,147,36.705983831245284,45.850973350282345,4.3,Clay,825
Millets,293,98,71,32.91750798000538,60.686155448241195,4.4,Loamy,653
Millets,175,80,72,24.559567045123472,28.006542309836185,8.3,Loamy,1328
Groundnut,177,52,80,10.25860300911403,89.83897643098129,7.4,Sandy,573
Barley,216,84,135,37.77446176671689,40.94304860719652,6.0,Loamy,1368
Groundnut,73,93,149,18.558162508994428,83.60384483775542,4.5,Loamy,349
Soybean,251,46,55,33.54360774644306,25.920192190846187,5.4,Clay,1227
Cotton,209,100,145,32.884271729280655,42.84567429945156,7.1,Loamy,813
Millets,180,72,119,26.53477782274563,31.19390001303725,4.2,Clay,583
Pulses,245,80,47,21.521135744188985,48.447065735027415,5.9,Chalky,1245
Barley,87,54,140,24.117731859001744,31.558784708486698,5.5,Chalky,673
Pulses,62,34,102,32.152989839158515,75.23569205544626,4.2,Peaty,1266
Rice,186,92,26,19.86324728830047,36.959238278400946,7.4,Sandy,816
Wheat,169,47,147,10.304836207347092,35.784255382214916,8.6,Loamy,1483
Groundnut,144,78,48,17.693992973808548,65.37569043348995,6.9,Chalky,337
Rice,67,89,55,30.76914524843769,59.09728736459371,7.0,Chalky,1361
Soybean,118,100,142,26.619413545459402,43.88788584496314,5.7,Peaty,1027
Rice,298,87,108,33.881058461551845,23.5297725420195,6.8,Sandy,807
Soybean,219,66,95,32.3998773479403,68.00429186731488,8.3,Sandy,770
Maize,208,50,120,28.865590590760817,27.2033165576702,8.6,Clay,736
Maize,68,67,143,31.66948442206664,99.76556596780209,6.2,Peaty,349
Barley,268,49,150,16.28068337085135,46.71169347155932,7.6,Peaty,1149
Cotton,206,22,73,34.30757285865269,96.80781756540397,4.7,Loamy,899
Rice,287,82,35,32.77895279410978,58.72318163139131,6.2,Silty,1379
Pulses,105,98,82,30.214619579784852,82.84113948101887,7.7,Sandy,778
Sugarcane,279,92,147,39.842154709294576,25.635510015658376,4.4,Sandy,681
Soybean,160,48,112,28.839008708641963,80.7170761740272,6.4,Peaty,648
Cotton,125,96,127,35.57201429623109,81.32834470259664,7.0,Peaty,429
Rice,210,63,57,13.627081339993765,23.94472953358661,4.4,Loamy,436
Cotton,295,72,146,26.92768380366341,90.27238140906917,4.6,Loamy,1024
Wheat,226,52,22,38.15985059387891,27.279501382969862,8.9,Silty,413
Pulses,253,73,146,18.60205333812723,59.629637145214886,4.3,Chalky,1213
Rice,191,72,46,25.050464326244878,96.79829250308595,5.2,Sandy,1068
Soybean,173,82,71,33.408271194654176,21.83009216858391,8.1,Clay,465
Sugarcane,229,89,112,29.482183783793758,28.383851039784,6.0,Sandy,919
Cotton,216,50,109,36.480303412723565,76.58983338539207,5.9,Sandy,465
Sugarcane,157,97,120,28.04087716491614,30.400021566857536,4.2,Sandy,985
Rice,139,26,149,35.24567376244286,53.43204309539503,5.4,Loamy,909
Barley,110,31,84,32.212973582872536,75.79039369818875,4.8,Chalky,949
Cotton,123,43,117,15.749316938694532,56.04300671494212,4.5,Loamy,1100
Groundnut,176,68,40,24.10680814010757,41.780752844676826,7.9,Clay,1205
Sugarcane,103,92,36,26.019593341046978,43.346277609245185,8.6,Clay,845
Groundnut,209,83,82,14.088605945680708,48.18322405368092,8.1,Sandy,1352
Maize,129,60,117,31.115380541623576,20.554815861798474,8.9,Peaty,1484
Rice,231,75,91,12.657937093937065,44.854881198555375,6.5,Loamy,1484
Wheat,228,69,112,34.53342241723453,46.54038626840935,7.2,Sandy,554
Millets,95,49,83,27.443750613876478,64.44449953559996,6.5,Sandy,784
Millets,200,98,48,31.853122496648304,42.486484527897176,4.0,Sandy,447
Sugarcane,241,38,26,31.84445643734996,53.725036905980915,8.9,Silty,914
Pulses,140,66,48,12.260484906672982,38.39187301037609,5.1,Peaty,1230
Sugarcane,166,43,139,22.53420541985777,66.21835456030095,5.4,Chalky,406
Barley,122,46,141,37.298725674838764,60.39868150898715,8.8,Sandy,689
Soybean,233,37,115,24.22895164820456,60.55101801417456,4.5,Loamy,1118
Cotton,180,34,133,34.88561690410005,54.098023543996696,4.7,Loamy,1464
Rice,51,96,43,31.058578985437663,49.051692532913876,7.6,Chalky,857
Sugarcane,177,49,40,39.696726106578055,94.53442183642056,7.9,Peaty,1064
Wheat,299,93,141,14.228884750405182,37.088829767167596,4.7,Peaty,915
Soybean,104,75,39,17.022729164577676,52.12162870397308,5.7,Clay,759
Maize,149,81,34,23.60766214020245,66.68756193390158,7.7,Clay,1093
Sugarcane,157,89,48,11.256691635057445,24.777985280872883,5.7,Loamy,956
Rice,148,81,37,25.877265429624064,65.34089079263676,4.8,Clay,691
Barley,220,65,150,36.08228068026688,45.23915013509111,6.1,Loamy,1167
Soybean,208,95,74,20.967462660334853,61.4222836215755,5.4,Loamy,427
Millets,66,34,108,21.9491621980383,79.11917056424164,8.7,Chalky,688
Cotton,256,87,74,17.57560506624003,49.39335062483348,6.7,Sandy,335
Millets,139,58,91,31.968939349711828,42.137792089544135,6.0,Peaty,516
Millets,129,76,141,21.210739185359117,84.12488787100851,4.2,Silty,1135
Groundnut,94,42,132,22.735363631932685,89.91641501734833,5.3,Silty,825
Maize,162,47,46,26.30396576662791,71.37705285666357,4.1,Silty,559
Groundnut,71,25,75,21.41961907088997,42.640286254577084,6.1,Peaty,775
Soybean,51,69,27,28.338414398042715,78.58256856304737,8.6,Loamy,806
Wheat,64,20,99,25.164162218196637,89.09167951087768,8.9,Silty,391
Sugarcane,280,67,114,13.326237457846613,56.13074679843406,8.5,Loamy,660
Sugarcane,212,27,99,24.785257119715695,70.11920523913169,7.4,Sandy,1285
Rice,156,78,86,31.351315384440788,77.30237938397161,6.3,Clay,460
Rice,161,30,147,31.03327497915522,84.64286207038833,8.1,Sandy,1457
Groundnut,117,96,96,24.905555901624318,65.50006123179038,7.4,Clay,1392
Cotton,127,69,88,15.777090350351473,21.042572077052768,4.8,Sandy,1248
Rice,51,43,33,10.661332232325734,60.207943688395495,6.0,Silty,1308
Barley,248,70,118,37.3910473340478,57.46099332373554,4.4,Peaty,1283
Rice,184,54,112,32.487886069876595,99.17210477710475,5.7,Silty,900
Soybean,168,30,115,27.406199066134015,30.39363130456244,5.5,Peaty,1167
Wheat,231,33,27,32.46754186166602,83.17216243658719,8.4,Clay,712
Maize,254,68,24,21.49970951125217,45.978213731068635,8.2,Chalky,1222
Rice,207,61,138,11.127489425814028,73.36576975666125,4.4,Loamy,1249
Maize,169,88,96,23.92122799278151,53.7754966990303,8.6,Silty,557
Soybean,120,41,65,19.506276510087794,86.81043923033486,7.7,Sandy,766
Sugarcane,289,55,57,27.586997371938388,58.70819017624932,6.5,Silty,783
Wheat,106,90,143,37.45607780749904,65.71572632406456,6.0,Clay,1288
Sugarcane,70,67,115,24.798711492409264,26.744537781538238,7.1,Peaty,958
